Antifade,Transcript,Stack_No,Avg_Max,Std_Max,SEM_Max,Avg_Min,Std_Min,SEM_Min,Avg_Mean,Std_Mean,SEM_Mean,Norm_avg_Max,Norm_std_Max,Norm_SEM_Max,Norm_avg_Min,Norm_std_Min,Norm_SEM_Min,Norm_avg_Mean,Norm_std_Mean,Norm_SEM_Mean
n-propyl_vecta,nos-2,16,1235.8,284.2122837,89.87581556,231.1,32.83443315,10.38315944,523.4593,91.89032021,29.05827068,0.897959102,0.037258248,0.011782093,0.933593291,0.026670377,0.008433914,0.922614949,0.027514486,0.008700844
n-propyl_vecta,nos-2,17,1230.9,274.592405,86.8337428,232.3,33.92819214,10.72903641,521.9591,91.41235469,28.90712471,0.89559169,0.037851672,0.01196975,0.938097144,0.030516935,0.009650302,0.920051005,0.027519158,0.008702322
n-propyl_vecta,nos-2,18,1232.4,284.7838166,90.05655014,233.8,32.64557142,10.32343612,520.5723,90.80624868,28.71545716,0.89545964,0.043761133,0.013838485,0.944889799,0.024819726,0.007848687,0.917742178,0.02762353,0.008735327
n-propyl_vecta,nos-2,19,1223.2,287.077535,90.78188757,229.6,31.6550856,10.010217,519.0629,90.35968759,28.57424214,0.888096412,0.040835543,0.012913333,0.92795614,0.018297903,0.005786305,0.915155739,0.027887166,0.008818696
n-propyl_vecta,nos-2,20,1218.1,288.2049618,91.13841122,232,33.13272971,10.4774891,517.496,89.87972848,28.42246575,0.884377906,0.045593942,0.01441807,0.937144133,0.026750581,0.008459277,0.912474729,0.028059768,0.008873278
n-propyl_vecta,nos-2,21,1223.9,271.3400695,85.80526402,230.9,31.65947287,10.01160438,516.1108,89.47235094,28.29364166,0.890539247,0.038359496,0.012130338,0.933554021,0.027936369,0.008834256,0.910098591,0.028149736,0.008901728
n-propyl_vecta,nos-2,22,1202.6,261.0790429,82.56044251,231.8,32.09638263,10.14976738,514.7678,89.03298009,28.1547004,0.87569899,0.037025474,0.011708483,0.93698711,0.027401014,0.008664962,0.90780952,0.02822731,0.008926259
n-propyl_vecta,nos-2,23,1212.1,269.7865205,85.31398869,231.3,32.65322853,10.32585751,513.3326,88.48082981,27.98009515,0.881796669,0.033787128,0.010684428,0.934661162,0.026407468,0.008350775,0.905391475,0.028523645,0.009019969
n-propyl_vecta,nos-2,24,1192.3,279.2084247,88.29345641,229.4,32.99898988,10.43519685,512.0432,88.06070198,27.84723906,0.866069974,0.045213767,0.014297848,0.926904251,0.035598784,0.011257324,0.903198074,0.028817152,0.009112784
n-propyl_vecta,nos-2,25,1204.4,270.5985957,85.57078941,229.7,32.98501343,10.43077711,510.7975,87.58965265,27.69828018,0.876147671,0.03538483,0.011189666,0.92793096,0.02998647,0.009482554,0.90109392,0.028903161,0.009139982
n-propyl_vecta,nos-2,26,1199.3,276.2169236,87.34746069,230.6,31.89635995,10.08651465,509.364,87.15772587,27.56169294,0.87179218,0.048271787,0.015264879,0.932149509,0.025151747,0.007953681,0.898638885,0.029096925,0.009201255
n-propyl_vecta,nos-2,27,1185,269.0006196,85.06546499,229.3,33.1998996,10.49873008,508.0357,86.77500144,27.44066485,0.861796617,0.040381246,0.012769671,0.926309745,0.03417065,0.010805708,0.896355262,0.029189253,0.009230452
n-propyl_vecta,nos-2,28,1181.9,263.1794698,83.2246558,226.7,31.76318624,10.04440143,506.7557,86.38785292,27.31823774,0.860025647,0.033158759,0.01048572,0.916103594,0.025313864,0.008004947,0.894175598,0.02959998,0.009360336
n-propyl_vecta,nos-2,29,1176.9,251.1296478,79.4141675,227.6,31.89635995,10.08651465,505.5054,86.12800782,27.2360675,0.857610853,0.028805343,0.009109049,0.919742048,0.026343241,0.008330464,0.891994305,0.029696509,0.009390861
n-propyl_vecta,nos-2,30,1174.4,252.4806703,79.84139834,228.3,34.66362166,10.96159964,504.3002,85.6628652,27.08897649,0.856029219,0.037620205,0.011896553,0.92120973,0.031032512,0.009813342,0.889972083,0.030018773,0.009492769
n-propyl_vecta,nos-2,31,1173,272.1229297,86.05282615,225.7,31.40435214,9.93092812,503.0143,85.16489674,26.93150504,0.851814759,0.033561482,0.010613072,0.91248487,0.033052852,0.010452229,0.887813518,0.030316102,0.009586793
n-propyl_vecta,nos-2,32,1161.7,254.3230885,80.42402212,227.1,31.61030071,9.996054777,501.7514,84.79333008,26.81400534,0.845886451,0.036878911,0.011662136,0.918237921,0.034101043,0.010783697,0.885646164,0.030522999,0.00965222
n-propyl_vecta,nos-2,33,1164.1,260.7401644,82.4532797,227.4,32.20144924,10.18299236,500.6203,84.43576149,26.70093223,0.846539112,0.029220364,0.00924029,0.918831136,0.028878588,0.009132211,0.883723309,0.030830048,0.009749317
n-propyl_vecta,nos-2,34,1164.5,254.7514039,80.55946734,226.6,33.4438169,10.57586351,499.4916,84.12472846,26.60257495,0.847804844,0.033909557,0.010723143,0.914840618,0.025448701,0.008047586,0.881777092,0.030969018,0.009793263
n-propyl_vecta,nos-2,35,1158.2,256.1092649,80.98886069,225.9,32.20576208,10.1843562,498.2256,83.7294171,26.47756652,0.842922092,0.037351211,0.01181149,0.912843684,0.031774584,0.010048006,0.879614686,0.031179406,0.009859794
n-propyl_vecta,nos-2,36,1156.8,256.6782681,81.16879532,225,30.73904502,9.720539537,497.0846,83.36502245,26.36233481,0.841697269,0.036681158,0.011599601,0.90983092,0.027330174,0.00864256,0.877673463,0.031371536,0.009920551
n-propyl_vecta,nos-2,37,1141.7,244.1193014,77.19730133,226.2,33.29931598,10.5301683,495.9627,83.06088628,26.26615851,0.831784329,0.029202255,0.009234564,0.913478783,0.03472919,0.010982334,0.875739325,0.031582806,0.00998736
n-propyl_vecta,nos-2,38,1151,259.9713659,82.21016428,226.6,30.77950256,9.733333333,494.7341,82.60964175,26.12346246,0.836951521,0.031664459,0.010013181,0.916441658,0.028796545,0.009106267,0.873672846,0.031987527,0.010115344
n-propyl_vecta,nos-2,39,1129,238.9374628,75.55866007,225.9,30.4683807,9.634947962,493.6917,82.29709379,26.02462612,0.82308212,0.034425396,0.010886266,0.913998581,0.037908612,0.011987756,0.871884135,0.032125011,0.010158821
n-propyl_vecta,nos-2,40,1139.9,250.0761884,79.08103439,225.5,30.61317799,9.680736887,492.5129,81.85734393,25.885565,0.830192585,0.036631942,0.011584037,0.912271819,0.03792265,0.011992195,0.869890345,0.032397095,0.010244861
n-propyl_vecta,nos-2,41,1142.1,259.115354,81.93946953,225.2,31.55172121,9.977530311,491.4721,81.50850801,25.7752534,0.831373197,0.049516044,0.015658348,0.910156874,0.02424303,0.007666319,0.868121284,0.032715441,0.010345531
n-propyl_vecta,nos-2,42,1127.3,237.1788121,75.00252588,223.6,32.52759512,10.28612874,490.3586,81.20039607,25.67781985,0.822391034,0.037306681,0.011797409,0.902843251,0.025994186,0.008220083,0.866208164,0.032902241,0.010404602
n-propyl_vecta,nos-2,43,1126.7,242.2478299,76.60549008,224.9,31.57864961,9.98604582,489.289,80.87238,25.57409206,0.821669692,0.042383133,0.013402723,0.908839622,0.024747929,0.007825982,0.864388083,0.033350126,0.010546236
n-propyl_vecta,nos-2,44,1115.4,238.9896325,75.57515759,222.9,31.17851825,9.859513173,488.2632,80.58564791,25.48341941,0.812864834,0.035585858,0.011253237,0.900760646,0.024206441,0.007654749,0.862624605,0.033511562,0.010597286
n-propyl_vecta,nos-2,45,1114.1,238.3351748,75.3681999,224,32.01041497,10.12258202,487.0739,80.15863102,25.34838481,0.812671583,0.039320896,0.012434359,0.904978968,0.025256266,0.007986733,0.860616996,0.033869147,0.010710365
n-propyl_vecta,nos-2,46,1108.8,234.7143891,74.22320691,224.7,31.00913844,9.805950574,486.0373,79.90383745,25.26781201,0.808917986,0.045942156,0.014528185,0.908577122,0.031954463,0.010104888,0.858820963,0.033994141,0.010749891
n-propyl_vecta,nos-2,47,1118.6,235.8884859,74.59448892,224.3,31.75618925,10.04218878,485.0206,79.5973244,25.17088408,0.815883987,0.03479371,0.011002737,0.906550243,0.031690937,0.010021554,0.857084085,0.034317092,0.010852017
n-propyl_vecta,nos-2,48,1115.5,232.046571,73.37956876,224,31.74551587,10.03881356,483.948,79.34113894,25.08987112,0.814368643,0.048232726,0.015252527,0.905053429,0.024242176,0.007666049,0.855226087,0.034467826,0.010899684
n-propyl_vecta,nos-2,49,1110.6,238.2567243,75.34339166,222.3,32.18022167,10.17627961,482.9642,79.020836,24.98858244,0.809340377,0.036800741,0.011637416,0.897856128,0.025834476,0.008169579,0.853557696,0.034804397,0.011006117
n-propyl_vecta,nos-2,50,1103.3,223.0386364,70.53100973,223.4,31.09555166,9.833276836,481.8324,78.63578265,24.86681788,0.80599829,0.042882277,0.013560567,0.903143304,0.030705519,0.009709938,0.851637137,0.035091834,0.011097012
n-propyl_vecta,nos-2,51,1100.8,227.0564296,71.80154749,220.8,32.50230761,10.27813213,480.8415,78.35661075,24.77853597,0.804032732,0.048962577,0.015483326,0.891451982,0.025293417,0.007998481,0.849934215,0.035286014,0.011158417
n-propyl_vecta,nos-2,52,1092.2,229.2261377,72.48766945,221.1,30.22305963,9.557370629,479.9225,78.14089304,24.71032004,0.796831382,0.043788758,0.013847221,0.893914921,0.022368951,0.007073683,0.848338121,0.035317879,0.011168494
n-propyl_vecta,nos-2,53,1094.4,221.0848002,69.91315247,219.6,29.50404869,9.329999405,478.9565,77.85457429,24.6197781,0.799574249,0.045553826,0.014405385,0.888471921,0.03464675,0.010956264,0.846688153,0.035666508,0.01127874
n-propyl_vecta,nos-2,54,1092.2,229.7567796,72.65547314,221.8,29.49124164,9.32594946,478.0188,77.61268261,24.54328524,0.796864922,0.042473631,0.013431342,0.897553006,0.033418146,0.010567746,0.845073274,0.035855532,0.011338515
n-propyl_vecta,nos-2,55,1093.8,234.8885315,74.27827557,221.9,31.17851825,9.859513173,477.1154,77.29403549,24.44252017,0.797260401,0.038225853,0.012088076,0.896967393,0.030427703,0.009622084,0.84354857,0.036230966,0.011457237
n-propyl_vecta,nos-2,56,1087.3,227.6405793,71.98627184,223.2,31.55524256,9.978643862,476.1303,76.97819709,24.3426433,0.793294713,0.044521171,0.01407883,0.90210186,0.031136597,0.009846256,0.841873691,0.036595112,0.01157239
n-propyl_vecta,nos-2,57,1095.1,231.7131608,73.2741352,222.7,30.13322271,9.528961702,475.154,76.65501826,24.24044518,0.79886596,0.046291575,0.014638681,0.900689605,0.027795497,0.008789708,0.840214817,0.036893804,0.011666845
n-propyl_vecta,nos-2,58,1091,229.0807718,72.4417007,220.3,30.72476381,9.716023421,474.1671,76.43665034,24.17139118,0.795938447,0.043128616,0.013638466,0.8908515,0.036729843,0.011614996,0.83850321,0.037131911,0.011742141
n-propyl_vecta,nos-2,59,1087,225.5457579,71.32383114,220,29.74334659,9.405672048,473.2805,76.21037082,24.09983531,0.793528363,0.04310947,0.013632411,0.889811508,0.027928011,0.008831613,0.83697164,0.037227998,0.011772527
n-propyl_vecta,nos-2,60,1083.2,220.3536551,69.6819441,220.3,31.04494949,9.817275024,472.2567,75.91779348,24.00731423,0.791036546,0.043344327,0.01370668,0.890306373,0.027891778,0.008820155,0.835211167,0.037345395,0.011809651
n-propyl_vecta,nos-2,61,1071.6,222.1486989,70.24958679,220.7,30.28035667,9.575489544,471.3576,75.58372606,23.90167284,0.782388757,0.048578959,0.015362016,0.892503136,0.031190153,0.009863193,0.833692715,0.037627199,0.011898765
n-propyl_vecta,nos-2,62,1072.8,207.0962203,65.48957508,217.3,27.2602682,8.620453713,470.4183,75.28847872,23.80830743,0.785719779,0.053462228,0.016906241,0.880291362,0.037825894,0.011961598,0.832097958,0.03795083,0.012001106
n-propyl_vecta,nos-2,63,1063.7,213.0920771,67.38563151,219.1,31.11430539,9.839207285,469.4838,75.04164128,23.73025058,0.777594188,0.041659081,0.013173758,0.885159113,0.022968041,0.007263132,0.830486781,0.03812997,0.012057755
n-propyl_vecta,nos-2,64,1068.3,219.8949497,69.53688869,218.8,29.38934047,9.293725482,468.5516,74.81490294,23.65854962,0.780122993,0.044837247,0.014178782,0.88512041,0.033203219,0.01049978,0.828873434,0.038316887,0.012116864
n-propyl_vecta,nos-2,65,1057.3,216.7072013,68.52883416,219,30.34615114,9.596295582,467.7227,74.50515905,23.5606,0.772199094,0.045463101,0.014376695,0.885442674,0.030377859,0.009606323,0.827478803,0.038653148,0.012223199
n-propyl_vecta,nos-2,66,1057.5,213.8973014,67.64026579,218.3,28.92922398,9.148223871,466.772,74.3255994,23.50381826,0.772275731,0.035968056,0.011374098,0.883405688,0.030187926,0.00954626,0.825819805,0.038748798,0.012253446
n-propyl_vecta,nos-2,67,1052.9,211.4865113,66.877907,220.3,31.58779652,9.988938326,465.8966,74.09662726,23.43141091,0.769770975,0.046311271,0.01464491,0.890118533,0.030543583,0.009658729,0.824317239,0.039009355,0.012335841
n-propyl_vecta,nos-2,68,1051.4,210.9613972,66.71185135,216.9,28.54022502,9.025211601,464.9988,73.83577911,23.34892348,0.768564934,0.046345134,0.014655618,0.877966359,0.034195254,0.010813489,0.822772159,0.039187757,0.012392257
n-propyl_vecta,nos-2,69,1054.3,219.9464834,69.55318509,219.2,30.27209937,9.572878355,464.1757,73.58086787,23.26831347,0.769690273,0.047862738,0.015135527,0.88652568,0.034158221,0.010801778,0.821373958,0.039475442,0.012483231
n-propyl_vecta,nos-2,70,1042.1,227.3570125,71.89660014,217.9,30.69726734,9.707328274,463.3173,73.34724005,23.19443387,0.759547306,0.045045276,0.014244567,0.88079844,0.03238505,0.010241052,0.819904705,0.039772476,0.012577161
n-propyl_vecta,nos-2,71,1049.9,226.9426996,71.7655829,217.2,29.98444041,9.481912606,462.3771,73.15726856,23.13435961,0.765649321,0.045745598,0.014466028,0.878511753,0.034809555,0.011007748,0.818262625,0.039852331,0.012602414
n-propyl_vecta,nos-2,72,1037.9,212.9958007,67.35518622,216.8,30.06215783,9.506489012,461.5328,72.91570653,23.05797098,0.758155717,0.044796231,0.014165812,0.876787197,0.03450046,0.010910003,0.816820158,0.040128041,0.012689601
n-propyl_vecta,nos-2,73,1044.3,204.1535642,64.55902553,219.6,31.22036372,9.872745875,460.656,72.6709782,22.98058109,0.764488063,0.051964394,0.016432584,0.887527631,0.031335319,0.009909098,0.815315466,0.040326397,0.012752327
n-propyl_vecta,nos-2,74,1039,207.5234926,65.62469048,216.4,29.48144426,9.322851257,459.7579,72.31026818,22.86651457,0.760151176,0.054939478,0.017373388,0.875394459,0.033226643,0.010507187,0.813817636,0.040715126,0.012875253
n-propyl_vecta,nos-2,75,1026,198.8919305,62.89515085,216.3,28.49580866,9.011165913,458.917,72.09365756,22.79801627,0.75138112,0.051813722,0.016384938,0.875491219,0.031748446,0.01003974,0.812364428,0.040879126,0.012927115
n-propyl_vecta,nos-2,76,1019.2,201.1808473,63.61896992,217,30.34981237,9.597453366,458.1627,71.98035238,22.76218603,0.745791634,0.052476643,0.016594572,0.877510945,0.037591187,0.011887377,0.811037364,0.040957489,0.012951895
n-propyl_vecta,nos-2,77,1028.5,202.605391,64.06945016,216.6,29.28101395,9.259469627,457.3854,71.74772846,22.68862389,0.752469466,0.049092727,0.015524483,0.876129487,0.028125573,0.008894087,0.809713287,0.041227251,0.013037201
n-propyl_vecta,nos-2,78,1020.4,202.7561206,64.11711507,214.8,29.60780678,9.362810594,456.6578,71.47832507,22.60343106,0.745941518,0.043831544,0.013860751,0.868538324,0.031340173,0.009910633,0.808494647,0.041594599,0.013153367
n-propyl_vecta,nos-2,79,1020.9,197.0952674,62.32699611,214.6,27.81766026,8.796716559,455.7727,71.17142052,22.50637932,0.747731585,0.056319349,0.017809742,0.868878521,0.031905068,0.010089269,0.806993352,0.04184081,0.013231226
n-propyl_vecta,nos-2,80,1013.4,201.5083125,63.72252349,215.6,29.02183086,9.17750874,455.0123,70.83616985,22.40036375,0.741067094,0.045720708,0.014458157,0.872177462,0.02977797,0.009416621,0.805731575,0.042161613,0.013332673
n-propyl_vecta,nos-2,81,1016.9,202.2899185,63.969689,215,29.69100126,9.389118998,454.1454,70.64418187,22.33965182,0.744817763,0.062880294,0.019884495,0.869521138,0.031088511,0.00983105,0.804223847,0.042251618,0.013361135
n-propyl_vecta,nos-2,82,1003.1,191.1372108,60.44289316,213.4,27.05631986,8.555959586,453.3832,70.38062934,22.25630919,0.73540675,0.053566375,0.016939175,0.864275238,0.03344591,0.010576525,0.802939801,0.0425721,0.01346248
n-propyl_vecta,nos-2,83,1006.6,194.7580836,61.58791368,215.6,29.38707199,9.293008124,452.6485,70.19964672,22.19907746,0.737770281,0.058944518,0.018639893,0.872111373,0.031495191,0.009959654,0.80167839,0.042850108,0.013550394
n-propyl_vecta,nos-2,84,1001.1,200.6962603,63.46573004,211.9,28.21130585,8.921198225,451.8629,69.988561,22.13232629,0.733354606,0.062391627,0.019729965,0.857660457,0.032960257,0.010422948,0.800326393,0.043026519,0.01360618
n-propyl_vecta,nos-2,85,1001.6,198.9942489,62.92750679,212.2,30.28677746,9.577519976,451.0547,69.74884528,22.05652152,0.733300708,0.05833489,0.018447112,0.857686328,0.035525679,0.011234206,0.798954377,0.043366413,0.013713664
n-propyl_vecta,nos-2,86,992.3,190.3692611,60.20004614,214.1,27.62225351,8.734923519,450.3144,69.55583445,21.99548614,0.727727579,0.063154097,0.019971079,0.866728517,0.029588839,0.009356813,0.797683747,0.043614478,0.013792109
n-propyl_vecta,nos-2,87,986.3,183.5441515,58.041757,214.8,27.52695649,8.704787955,449.508,69.33403279,21.9253463,0.72419454,0.063869299,0.020197246,0.869785796,0.032264109,0.010202807,0.796294334,0.043751924,0.013835573
n-propyl_vecta,nos-2,88,991.8,196.0253952,61.9886728,214.5,29.60574269,9.362157871,448.7515,69.07397734,21.84310955,0.72658015,0.061791545,0.019540202,0.867619362,0.035530904,0.011235858,0.795015135,0.044108693,0.013948393
n-propyl_vecta,nos-2,89,1001.9,188.0953954,59.48098669,213.6,28.13538697,8.897190568,447.9999,68.8793616,21.78156664,0.734801288,0.058830649,0.018603885,0.864502903,0.033051031,0.010451654,0.79372982,0.044388382,0.014036839
n-propyl_vecta,nos-2,90,981.2,180.9922036,57.23476022,214.4,28.42612257,8.989129237,447.2597,68.74153392,21.7379817,0.7210174,0.070252026,0.022215641,0.868070056,0.041676481,0.013179261,0.792441238,0.044533581,0.014082755
n-propyl_vecta,nos-2,91,990.4,194.5925658,61.53557237,213.9,27.62225351,8.734923519,446.4881,68.54541845,21.67596455,0.725498364,0.05909342,0.01868698,0.865904461,0.029155265,0.009219704,0.791108529,0.044641245,0.014116801
n-propyl_vecta,nos-2,92,988.4,184.4259562,58.32060814,212.7,27.52392898,8.703830574,445.8703,68.44742925,21.64497764,0.725836775,0.066690814,0.021089487,0.861552742,0.039515778,0.012495986,0.790024289,0.044752169,0.014151878
n-propyl_vecta,nos-2,93,982.5,182.8315861,57.81642404,213.3,29.69493036,9.390361489,445.1797,68.27102581,21.58919398,0.721876182,0.068409438,0.021632964,0.862847326,0.041052559,0.012981959,0.788828208,0.044803385,0.014168074
n-propyl_vecta,nos-2,94,983,183.058582,57.88820644,212.1,29.11452482,9.206821143,444.3962,68.07507818,21.52722989,0.721997376,0.064385833,0.020360588,0.858226299,0.039819423,0.012592007,0.78747893,0.045024069,0.014237861
n-propyl_vecta,nos-2,95,971.7,178.536053,56.45805719,210.4,28.42612257,8.989129237,443.6874,67.90439637,21.47325557,0.713671932,0.058227206,0.018413059,0.851413183,0.03536054,0.011181984,0.786257235,0.045194392,0.014291722
n-propyl_vecta,nos-2,96,966.3,176.4993233,55.8139867,210.5,27.20396213,8.602648171,442.9712,67.68128314,21.40270097,0.709994111,0.063695226,0.020142199,0.852567229,0.039813347,0.012590086,0.785044664,0.045531982,0.014398477
n-propyl_vecta,nos-2,97,960.9,172.2172078,54.4598629,212.4,28.12748754,8.89469255,442.1729,67.5124955,21.34932563,0.706402793,0.063669717,0.020134132,0.859725418,0.035910146,0.011355785,0.783662282,0.045729797,0.014461032
n-propyl_vecta,nos-2,98,974.3,179.267677,56.689417,211.5,29.15571223,9.219845745,441.4416,67.31177807,21.28585321,0.715751006,0.06367813,0.020136793,0.855582235,0.037048722,0.011715835,0.782410679,0.045972371,0.01453774
n-propyl_vecta,nos-2,99,964.8,177.0930703,56.001746,209.5,28.6016705,9.044642367,440.8806,67.12890691,21.22802427,0.708605845,0.061171628,0.019344167,0.847421359,0.031729131,0.010033632,0.781458021,0.046132318,0.01458832
n-propyl_vecta,nos-2,100,963.4,187.2331879,59.20833275,210.9,27.48918979,8.692845078,440.169,66.87942097,21.14912989,0.706525493,0.065635798,0.020755862,0.853776029,0.032254549,0.010199784,0.780260012,0.046427038,0.014681519
Vecta_only,nos-2,1,1773.818182,531.1071113,160.1348192,286.2727273,102.5729895,30.92691999,640.01,206.3201708,62.20787212,1,0,0,1,0,0,1,0,0
Vecta_only,nos-2,2,1741.545455,519.2533801,156.5607848,282.8181818,98.07325648,29.57019943,635.2096364,201.6592333,60.80254656,0.982616203,0.019036178,0.005739624,0.991405087,0.027985256,0.008437872,0.993329158,0.009012276,0.002717303
Vecta_only,nos-2,3,1736.272727,527.7975163,159.1369388,284.5454545,95.93994334,28.92698131,629.7359091,198.9798905,59.99469432,0.978761267,0.030461127,0.009184375,1.000748457,0.033663438,0.010149908,0.985052621,0.01156743,0.003487711
Vecta_only,nos-2,4,1709.363636,518.0158825,156.1876653,281,95.6043932,28.82580914,625.2530909,196.6427678,59.29002533,0.963986814,0.031821014,0.009594397,0.986869586,0.038878261,0.011722237,0.97835152,0.013224023,0.003987193
Vecta_only,nos-2,5,1694.818182,520.717931,157.0023635,277.6363636,93.7872835,28.27792995,621.8158182,194.9732548,58.7866482,0.954634915,0.0295973,0.008923922,0.975321171,0.036247433,0.010929012,0.973186751,0.014387681,0.004338049
Vecta_only,nos-2,6,1696.090909,529.4331789,159.6301096,277.8181818,94.31523544,28.43711345,618.7491818,193.6532208,58.38864299,0.954159296,0.032796005,0.009888368,0.975413289,0.02834447,0.008546179,0.968520754,0.015157313,0.004570102
Vecta_only,nos-2,7,1678.363636,505.8873931,152.5307881,277.7272727,92.28119083,27.82382593,616.0424545,192.3119678,57.98423998,0.946219213,0.033764894,0.010180499,0.97690959,0.037653578,0.011352981,0.964450803,0.015904703,0.004795448
Vecta_only,nos-2,8,1671.272727,495.1038459,149.2794263,275.5454545,92.04169016,27.75161376,613.5041818,191.2271997,57.6571701,0.942543463,0.026428603,0.007968524,0.969977675,0.038707989,0.011670898,0.960589209,0.016503908,0.004976116
Vecta_only,nos-2,9,1653.727273,496.0609017,149.5679895,275.3636364,91.26146254,27.51636628,611.3892727,190.1431632,57.33032081,0.932317608,0.028287662,0.008529051,0.968790163,0.03551304,0.010707585,0.957434574,0.017046165,0.005139612
Vecta_only,nos-2,10,1658.636364,499.657137,150.6522952,274.4545455,90.51338424,27.29081219,609.2434545,189.2383765,57.05751735,0.934768457,0.021346533,0.006436222,0.966042875,0.033171799,0.010001674,0.954152791,0.017326104,0.005224017
Vecta_only,nos-2,11,1647.363636,487.2125353,146.9001066,273.4545455,90.83651649,27.38824022,607.3347273,188.3257408,56.78234733,0.929937829,0.025830994,0.007788338,0.962675154,0.038257623,0.011535107,0.951296369,0.017762775,0.005355678
Vecta_only,nos-2,12,1632.090909,481.42257,145.1543664,273.7272727,90.21096486,27.19962931,605.6137273,187.4523435,56.51900815,0.921710152,0.030921515,0.009323188,0.963811338,0.031865416,0.009607784,0.948735887,0.018283721,0.005512749
Vecta_only,nos-2,13,1633.272727,479.9133445,144.6993178,272.4545455,85.87940805,25.89361579,603.8635455,186.5340981,56.24214672,0.922350535,0.029992745,0.009043153,0.963153825,0.040506916,0.012213295,0.946119017,0.018544762,0.005591456
Vecta_only,nos-2,14,1624,482.9799168,145.6239241,274.1818182,88.09633157,26.56204338,601.9767273,185.7719094,56.01233817,0.91631972,0.02595405,0.007825441,0.967552106,0.038415742,0.011582782,0.943250516,0.018699297,0.00563805
Vecta_only,nos-2,15,1626.272727,481.8831997,145.2932515,270.9090909,89.17898244,26.8884749,600.3558182,184.9014759,55.74989262,0.917571787,0.029107374,0.008776203,0.954063249,0.035851332,0.010809583,0.940853029,0.019163049,0.005777877
Vecta_only,nos-2,16,1610.636364,461.1991485,139.0567754,270.1818182,89.36309997,26.94398843,598.7451818,184.2698625,55.55945401,0.910170278,0.032631179,0.009838671,0.951011442,0.026431936,0.007969529,0.938395239,0.019279757,0.005813065
Vecta_only,nos-2,17,1615.454545,490.0608868,147.7589169,268,87.16765455,26.28203673,597.1959091,183.3541424,55.283354,0.910067117,0.030121347,0.009081928,0.944771049,0.037833251,0.011407154,0.936135748,0.019783678,0.005965003
Vecta_only,nos-2,18,1607.818182,483.2487596,145.7049833,270.0909091,86.68731689,26.13720947,595.7878182,182.6164146,55.06092072,0.905820281,0.024150468,0.00728164,0.953403087,0.039832814,0.012010045,0.9340604,0.020045836,0.006044047
Vecta_only,nos-2,19,1592.909091,471.4245336,142.139845,271.2727273,90.31731939,27.23169641,594.287,181.8734926,54.83692128,0.898517678,0.029896305,0.009014075,0.954433407,0.035929833,0.010833252,0.931818844,0.020353437,0.006136792
Vecta_only,nos-2,20,1595.545455,471.8386088,142.2646934,270.9090909,87.04304056,26.24446419,592.847,181.3483207,54.67857601,0.900366853,0.032224576,0.009716075,0.956117792,0.046805868,0.0141125,0.92959989,0.020336832,0.006131786
Vecta_only,nos-2,21,1581.818182,474.7738026,143.1496876,268,88.89319434,26.80230655,591.3278182,180.8226,54.52006527,0.892270338,0.025027851,0.007546181,0.943059965,0.031742138,0.009570615,0.927235742,0.020398564,0.006150399
Vecta_only,nos-2,22,1593.272727,468.3272554,141.2059805,266.8181818,84.81841567,25.57371455,589.9629091,180.154379,54.31858904,0.899839179,0.031342754,0.009450196,0.942372966,0.04359645,0.013144824,0.925201204,0.02043274,0.006160703
Vecta_only,nos-2,23,1586.818182,467.4530604,140.9424008,269.3636364,86.72862587,26.1496646,588.594,179.3747843,54.08353239,0.895446042,0.027498717,0.008291175,0.950670571,0.038595948,0.011637116,0.923207895,0.02088782,0.006297915
Vecta_only,nos-2,24,1568.181818,459.0324211,138.4034825,267.9090909,85.38788503,25.74541602,587.2349091,178.7534092,53.89618076,0.885819259,0.033745541,0.010174663,0.945982497,0.041016466,0.01236693,0.921146671,0.020950716,0.006316879
Vecta_only,nos-2,25,1567.636364,451.2020108,136.042525,266.5454545,85.140312,25.67076995,585.8360909,177.9963767,53.66792688,0.886048361,0.029476519,0.008887505,0.94079697,0.036711119,0.011068819,0.919079965,0.021163332,0.006380985
Vecta_only,nos-2,26,1559.636364,463.1741082,139.6522481,268.5454545,86.05854244,25.94762684,584.6269091,177.5148486,53.52274068,0.879767716,0.02895767,0.008731066,0.947892469,0.04271774,0.012879883,0.9172337,0.021276971,0.006415248
Vecta_only,nos-2,27,1563.090909,457.1738082,137.8430896,266,85.29595536,25.71769819,583.2765455,176.8348959,53.31772725,0.88317437,0.037994502,0.011455773,0.939377633,0.037283297,0.011241337,0.915223543,0.021569482,0.006503443
Vecta_only,nos-2,28,1559.272727,457.4217072,137.917834,265.9090909,84.25847678,25.40488663,582.0666364,176.3463855,53.1704358,0.881419867,0.035776278,0.010786954,0.939329854,0.039984794,0.012055869,0.913372143,0.021702613,0.006543584
Vecta_only,nos-2,29,1549.636364,443.8049735,133.8122343,265.9090909,84.42920649,25.45636357,580.9713636,175.8004169,53.00582006,0.876790464,0.038003987,0.011458633,0.93887365,0.03618351,0.010909739,0.911736024,0.021963452,0.00662223
Vecta_only,nos-2,30,1538.909091,436.2690579,131.5400703,265.5454545,83.72617707,25.24439223,579.8068182,175.3251482,52.86252116,0.870862033,0.027013995,0.008145026,0.938261939,0.037726042,0.01137483,0.909961814,0.022169097,0.006684234
