Antifade,Transcript,Stack_No,Avg_Max,Std_Max,SEM_Max,Avg_Min,Std_Min,SEM_Min,Avg_Mean,Std_Mean,SEM_Mean,Norm_avg_Max,Norm_std_Max,Norm_SEM_Max,Norm_avg_Min,Norm_std_Min,Norm_SEM_Min,Norm_avg_Mean,Norm_std_Mean,Norm_SEM_Mean
All,nos-2,1,1496.888889,326.314819,108.7716063,214.6666667,64.43407484,21.47802495,565.0274444,104.1728733,34.72429112,1,0,0,1,0,0,1,0,0
All,nos-2,2,1484.777778,322.0049603,107.3349868,212.8888889,65.68569944,21.89523315,558.199,101.2026299,33.73420997,0.992059882,0.022741059,0.007580353,0.990255599,0.020808823,0.006936274,0.988383926,0.005993786,0.001997929
All,nos-2,3,1463.888889,316.2453337,105.4151112,210.8888889,63.51268465,21.17089488,552.1187778,98.74820717,32.91606906,0.978430798,0.018983625,0.006327875,0.982342766,0.019066351,0.00635545,0.977994268,0.008697638,0.002899213
All,nos-2,4,1452.777778,308.9995056,102.9998352,211.1111111,62.10967003,20.70322334,547.7587778,96.98519515,32.32839838,0.971347253,0.023729509,0.007909836,0.985523419,0.020882455,0.006960818,0.97054677,0.01083399,0.00361133
All,nos-2,5,1444.111111,318.9057245,106.3019082,208.6666667,60.54130821,20.18043607,544.4506667,95.4475009,31.81583363,0.964262917,0.023708448,0.007902816,0.974519979,0.021787965,0.007262655,0.964947985,0.012435666,0.004145222
All,nos-2,6,1438.111111,306.2884443,102.0961481,209.2222222,60.36095132,20.12031711,541.6451111,94.30793767,31.43597922,0.961701878,0.022940758,0.007646919,0.977245941,0.018833323,0.006277774,0.960156751,0.013972354,0.004657451
All,nos-2,7,1416.333333,293.223038,97.74101266,206.8888889,58.59062306,19.53020769,539.2197778,93.3126208,31.10420693,0.948221603,0.028507454,0.009502485,0.968034917,0.02522546,0.008408487,0.956015466,0.015046316,0.005015439
All,nos-2,8,1427.666667,304.2959086,101.4319695,209,60.12694903,20.04231634,537.0723333,92.56626841,30.8554228,0.954498697,0.028499965,0.009499988,0.977221474,0.029055045,0.009685015,0.952318432,0.016029282,0.005343094
All,nos-2,9,1431.666667,298.0432016,99.34773386,205.6666667,60.25570512,20.08523504,535.1203333,91.97668643,30.65889548,0.958119184,0.025798431,0.008599477,0.960016927,0.01937424,0.00645808,0.948931588,0.016624132,0.005541377
All,nos-2,10,1422.333333,312.356367,104.118789,205.4444444,58.82625075,19.60875025,533.3464444,91.43211211,30.4773707,0.950314517,0.028826109,0.009608703,0.960725736,0.021180741,0.007060247,0.945855402,0.017253177,0.005751059
All,nos-2,11,1405.666667,317.6377654,105.8792551,203.6666667,60.01041576,20.00347192,531.6925556,91.04124503,30.34708168,0.937998728,0.022702268,0.007567423,0.950875208,0.021176335,0.007058778,0.942950724,0.017472008,0.005824003
All,nos-2,12,1410.333333,306.275203,102.0917343,203.4444444,57.08351581,19.0278386,530.051,90.66537958,30.22179319,0.942348759,0.013287889,0.004429296,0.953493708,0.038614554,0.012871518,0.940067697,0.017869179,0.005956393
All,nos-2,13,1401,319.7573299,106.5857766,202.8888889,58.1838561,19.3946187,528.4464444,90.37289515,30.12429838,0.934277892,0.030949937,0.010316646,0.948885395,0.030488854,0.010162951,0.937228679,0.01793103,0.00597701
All,nos-2,14,1398.555556,306.2854515,102.0951505,205,59.20092905,19.73364302,526.9087778,90.07728375,30.02576125,0.933891277,0.024163179,0.008054393,0.958082722,0.023675222,0.007891741,0.934509545,0.018095096,0.006031699
All,nos-2,15,1402.777778,305.8846914,101.9615638,202.7777778,56.59677062,18.86559021,525.5873333,89.71621354,29.90540451,0.936992395,0.025722408,0.008574136,0.950156177,0.037459302,0.012486434,0.932202912,0.018397076,0.006132359
All,nos-2,16,1392.777778,292.8411591,97.61371969,203.8888889,56.70856294,18.90285431,524.3597778,89.5210751,29.84035837,0.931648973,0.023969649,0.007989883,0.955354352,0.029915521,0.00997184,0.930023663,0.018295403,0.006098468
All,nos-2,17,1376.111111,288.2114868,96.07049559,204.4444444,59.76016882,19.92005627,523.0632222,89.33226954,29.77742318,0.92078604,0.025551821,0.008517274,0.954546136,0.024956825,0.008318942,0.927712022,0.018325698,0.006108566
All,nos-2,18,1386.333333,298.6879643,99.56265476,203.4444444,57.55021962,19.18340654,521.8314444,89.10238028,29.70079343,0.926544396,0.02179384,0.007264613,0.95194505,0.033313945,0.011104648,0.925535529,0.018417005,0.006139002
All,nos-2,19,1374.111111,286.3771309,95.45904364,200.1111111,55.03281849,18.34427283,520.6526667,88.97104256,29.65701419,0.919454988,0.02552263,0.008507543,0.938809632,0.044250008,0.014750003,0.92342947,0.018402677,0.006134226
All,nos-2,20,1364.777778,289.1581651,96.38605503,201.2222222,57.67533654,19.22511218,519.4801111,88.8209698,29.60698993,0.91299977,0.02923682,0.009745607,0.940832634,0.02463719,0.008212397,0.921334669,0.018378513,0.006126171
All,nos-2,21,1377.888889,305.2771054,101.7590351,200.3333333,56.5331761,18.84439203,518.3191111,88.56482748,29.52160916,0.920276185,0.022383464,0.007461155,0.937642333,0.023168244,0.007722748,0.919290191,0.01839641,0.006132137
All,nos-2,22,1376,306.0318611,102.0106204,200,56.63920903,18.87973634,517.1685556,88.34443231,29.4481441,0.918777596,0.020179338,0.006726446,0.936372664,0.033073363,0.011024454,0.917257857,0.018453565,0.006151188
All,nos-2,23,1365,302.092701,100.697567,201.3333333,56.59505279,18.8650176,515.9654444,88.19052635,29.39684212,0.911658135,0.012839858,0.004279953,0.943469608,0.034845901,0.0116153,0.915110661,0.018493996,0.006164665
All,nos-2,24,1354.777778,283.8392053,94.61306842,202,57.6367938,19.2122646,514.969,88.11357488,29.37119163,0.906707126,0.021773573,0.007257858,0.944696134,0.019382178,0.006460726,0.913316501,0.018517303,0.006172434
All,nos-2,25,1366.555556,307.6617912,102.5539304,200.2222222,57.83549468,19.27849823,514.0172222,88.06223978,29.35407993,0.911742145,0.021263256,0.007087752,0.935544779,0.024578,0.008192667,0.911596149,0.018258112,0.006086037
All,nos-2,26,1373.555556,307.9529636,102.6509879,198.8888889,52.80493453,17.60164484,513.0024444,87.95673028,29.31891009,0.916994111,0.021520199,0.0071734,0.934948469,0.037225605,0.012408535,0.909783584,0.018252486,0.006084162
All,nos-2,27,1359.111111,295.9376811,98.64589371,201.1111111,55.56627674,18.52209225,511.9885556,87.73385073,29.24461691,0.908339025,0.024026987,0.008008996,0.942992575,0.032103923,0.010701308,0.908000808,0.018388202,0.006129401
All,nos-2,28,1344.111111,288.6093573,96.20311909,199.7777778,56.19114205,18.73038068,511.0122222,87.70276214,29.23425405,0.898560709,0.014218386,0.004739462,0.935906164,0.033098715,0.011032905,0.906234893,0.018351744,0.006117248
All,nos-2,29,1348.444444,297.2385873,99.0795291,197,56.17161205,18.72387068,510.0065556,87.53074934,29.17691645,0.900909856,0.027997545,0.009332515,0.921696996,0.026918764,0.008972921,0.904449217,0.018345222,0.006115074
All,nos-2,30,1346.333333,286.3660245,95.45534151,197.8888889,53.95239671,17.98413224,509.0662222,87.33784733,29.11261578,0.900402614,0.026764165,0.008921388,0.928551289,0.035993392,0.011997797,0.902789165,0.018431225,0.006143742
All,nos-2,31,1352.111111,283.6051147,94.53503825,198.3333333,55.64395744,18.54798581,508.1453333,87.25628825,29.08542942,0.904759029,0.023013278,0.007671093,0.929455902,0.035496493,0.011832164,0.901136052,0.01838239,0.006127463
All,nos-2,32,1345.666667,286.0026224,95.33420746,199,54.94087731,18.31362577,507.2125556,87.12847906,29.04282635,0.900107332,0.020102249,0.00670075,0.933424046,0.035693689,0.011897896,0.899471343,0.018219772,0.006073257
All,nos-2,33,1331,284.0668935,94.68896451,197.7777778,55.7422142,18.58073807,506.2504444,86.84489081,28.94829694,0.890063983,0.028438148,0.009479383,0.926093434,0.027285524,0.009095175,0.897801746,0.018437008,0.006145669
All,nos-2,34,1348.222222,274.4302178,91.47673927,196.4444444,54.81585334,18.27195111,505.4633333,86.80885028,28.93628343,0.90351891,0.039085345,0.013028448,0.919955943,0.022332836,0.007444279,0.896378488,0.018343575,0.006114525
All,nos-2,35,1323.333333,269.6780488,89.89268293,196.8888889,56.17037574,18.72345858,504.6342222,86.77600767,28.92533589,0.886758315,0.035953468,0.011984489,0.921438841,0.028857029,0.00961901,0.894881166,0.018335103,0.006111701
All,nos-2,36,1325,279.8035025,93.26783416,199.1111111,58.32761877,19.44253959,503.7348889,86.63532176,28.87844059,0.886602319,0.030891067,0.010297022,0.930022461,0.02754851,0.009182837,0.893285494,0.01834552,0.006115173
All,nos-2,37,1328.666667,281.5057726,93.83525753,196.4444444,55.86839695,18.62279898,502.8687778,86.53392887,28.84464296,0.889011334,0.028076512,0.009358837,0.919329718,0.029225856,0.009741952,0.891735732,0.018359713,0.006119904
All,nos-2,38,1323.666667,283.2891632,94.42972107,197.2222222,56.91611762,18.97203921,502.0732222,86.34287549,28.7809585,0.885209733,0.030523482,0.010174494,0.922580167,0.03235082,0.010783607,0.890337734,0.01828925,0.006096417
All,nos-2,39,1327.666667,277.061365,92.35378835,197.8888889,55.60675419,18.53558473,501.2646667,86.21631351,28.73877117,0.888377051,0.026048266,0.008682755,0.926386885,0.023903177,0.007967726,0.88889577,0.018181202,0.006060401
All,nos-2,40,1328.333333,273.1190217,91.03967389,195.1111111,54.91685635,18.30561878,500.3911111,86.14062465,28.71354155,0.88989189,0.032539761,0.010846587,0.913994647,0.030531082,0.010177027,0.887330127,0.018347012,0.006115671
All,nos-2,41,1318,273.2960849,91.09869495,196.3333333,54.7014625,18.23382083,499.7154444,86.12278004,28.70759335,0.882550676,0.031126727,0.010375576,0.919379018,0.022155331,0.00738511,0.886105916,0.018153211,0.00605107
All,nos-2,42,1308.333333,278.645384,92.88179465,197.8888889,55.99875991,18.6662533,498.9491111,86.00099156,28.66699719,0.875283515,0.030016052,0.010005351,0.926750805,0.031694787,0.010564929,0.884745176,0.018199013,0.006066338
All,nos-2,43,1327.333333,284.6792054,94.89306847,196.6666667,55.67315331,18.55771777,498.194,85.77856065,28.59285355,0.887687723,0.030630937,0.010210312,0.92083421,0.03165444,0.01055148,0.883431115,0.018351284,0.006117095
All,nos-2,44,1315.888889,291.6695238,97.2231746,196.4444444,54.84093159,18.28031053,497.3671111,85.72209444,28.57403148,0.879638603,0.036407359,0.012135786,0.920294199,0.025487043,0.008495681,0.881942416,0.018292705,0.006097568
All,nos-2,45,1306.444444,290.4729381,96.82431271,196.4444444,54.94795517,18.31598506,496.6742222,85.50878517,28.50292839,0.873197481,0.035085518,0.011695173,0.920357768,0.03005064,0.01001688,0.880740545,0.018429279,0.006143093
All,nos-2,46,1311.444444,288.039542,96.01318068,195.8888889,53.87356598,17.95785533,495.8728889,85.35600383,28.45200128,0.876687397,0.03186904,0.010623013,0.918399017,0.028275854,0.009425285,0.879327073,0.018471012,0.006157004
All,nos-2,47,1306,271.8717529,90.62391762,194.5555556,56.33407297,18.77802432,495.2057778,85.21831405,28.40610468,0.874629508,0.031441898,0.010480633,0.909140378,0.024391105,0.008130368,0.878148544,0.018553388,0.006184463
All,nos-2,48,1309.444444,289.3367895,96.44559651,196.8888889,55.76837017,18.58945672,494.4446667,85.11787602,28.37262534,0.875282449,0.031502522,0.010500841,0.92179555,0.026789907,0.008929969,0.876791753,0.01847749,0.006159163
All,nos-2,49,1300,290.2128529,96.73761764,195.2222222,54.54305129,18.1810171,493.7026667,85.05201128,28.35067043,0.868511336,0.028342174,0.009447391,0.914551641,0.026881152,0.008960384,0.875461397,0.01850708,0.006169027
All,nos-2,50,1291.444444,271.9228342,90.64094474,195.7777778,56.85459036,18.95153012,492.9873333,84.90939401,28.30313134,0.864904081,0.035153579,0.01171786,0.915195559,0.025215759,0.008405253,0.874198813,0.018549847,0.006183282
All,nos-2,51,1294.888889,289.8850826,96.62836087,195.2222222,54.86296059,18.28765353,492.1623333,84.84246127,28.28082042,0.865667431,0.039730452,0.013243484,0.914322685,0.028795652,0.009598551,0.872716373,0.018534713,0.006178238
All,nos-2,52,1301.444444,280.3212938,93.44043128,194.8888889,53.76440375,17.92146792,491.5521111,84.80638701,28.26879567,0.870769914,0.035017533,0.011672511,0.913782905,0.031145202,0.010381734,0.871613392,0.018524485,0.006174828
All,nos-2,53,1292.222222,286.5003393,95.50011311,193.6666667,55.06132944,18.35377648,490.9296667,84.71348065,28.23782688,0.863804985,0.034010514,0.011336838,0.906060929,0.023294906,0.007764969,0.870508326,0.018522948,0.006174316
All,nos-2,54,1293.333333,278.0845195,92.69483984,194.1111111,55.23007434,18.41002478,490.0948889,84.52467609,28.17489203,0.865044339,0.032277516,0.010759172,0.908692166,0.032203031,0.010734344,0.869038876,0.018554487,0.006184829
All,nos-2,55,1287,274.2343888,91.41146293,194.1111111,55.0487158,18.34957193,489.4448889,84.45885465,28.15295155,0.861442044,0.035939385,0.011979795,0.90792896,0.023642151,0.007880717,0.867874884,0.018510005,0.006170002
All,nos-2,56,1283,260.0519179,86.68397263,192.2222222,55.03357561,18.3445252,488.7906667,84.32574532,28.10858177,0.860105186,0.028617468,0.009539156,0.899654984,0.03214749,0.01071583,0.866720733,0.018599085,0.006199695
All,nos-2,57,1280.555556,266.2677746,88.75592486,192.3333333,51.30302135,17.10100712,488.1364444,84.19577597,28.06525866,0.858043107,0.035182315,0.011727438,0.903438491,0.039116354,0.013038785,0.865568918,0.01880313,0.00626771
All,nos-2,58,1269.222222,261.4262696,87.14208987,193.8888889,55.7773351,18.59244503,487.4468889,84.09307408,28.03102469,0.850640111,0.039471403,0.013157134,0.906498781,0.020792882,0.006930961,0.864343471,0.018890495,0.006296832
All,nos-2,59,1265.666667,261.625209,87.20840301,194.6666667,53.97453103,17.99151034,486.9223333,84.01146986,28.00382329,0.849434357,0.052330283,0.017443428,0.912694176,0.030175321,0.01005844,0.863409811,0.018773616,0.006257872
All,nos-2,60,1252.444444,264.0095221,88.00317404,194.4444444,54.48190321,18.1606344,486.2064444,83.94538945,27.98179648,0.839265361,0.042849419,0.01428314,0.910920255,0.027612014,0.009204005,0.86212713,0.018803282,0.006267761
All,nos-2,61,1253.666667,262.3713971,87.45713236,193.6666667,54.99772723,18.33257574,485.5685556,83.85864697,27.95288232,0.839973554,0.03745122,0.01248374,0.906040244,0.0216429,0.0072143,0.860987939,0.018851406,0.006283802
All,nos-2,62,1250.888889,253.5973405,84.53244683,193.1111111,51.32846297,17.10948766,484.8653333,83.79737464,27.93245821,0.839041958,0.042203442,0.014067814,0.907197482,0.03428394,0.01142798,0.859726893,0.018902035,0.006300678
All,nos-2,63,1245.444444,261.8950702,87.29835672,193.1111111,55.35892982,18.45297661,484.183,83.58549118,27.86183039,0.834424295,0.03643025,0.012143417,0.902941563,0.022136311,0.00737877,0.858544733,0.0189314,0.006310467
All,nos-2,64,1259,255.1088003,85.03626677,190.2222222,52.23212081,17.41070694,483.6297778,83.54035239,27.84678413,0.844201275,0.034503599,0.0115012,0.891919669,0.033228771,0.011076257,0.857550393,0.018892464,0.006297488
All,nos-2,65,1241,252.5227713,84.17425708,192.6666667,52.21589796,17.40529932,482.9944444,83.54734886,27.84911629,0.831954053,0.03324053,0.011080177,0.904457378,0.033745043,0.011248348,0.856393309,0.018877148,0.006292383
All,nos-2,66,1240.555556,235.3928159,78.46427197,191.5555556,54.40613732,18.13537911,482.4441111,83.50676352,27.83558784,0.833366658,0.033982478,0.011327493,0.897078798,0.029628999,0.009876333,0.855405322,0.018971702,0.006323901
All,nos-2,67,1239.222222,248.4531031,82.81770104,190.7777778,50.78330872,16.92776957,481.8236667,83.32869477,27.77623159,0.831367948,0.038184223,0.012728074,0.896125394,0.038347736,0.012782579,0.854327434,0.019084465,0.006361488
All,nos-2,68,1223.444444,241.0218409,80.34061362,190.6666667,52.36172266,17.45390755,481.1308889,83.16438673,27.72146224,0.821160606,0.034820261,0.011606754,0.894602736,0.032926843,0.010975614,0.853110781,0.01914342,0.00638114
All,nos-2,69,1226.333333,245.9019113,81.96730378,192.4444444,53.18860571,17.72953524,480.5905556,83.1074843,27.70249477,0.822550301,0.032245843,0.010748614,0.902339197,0.029523156,0.009841052,0.852142606,0.019102854,0.006367618
All,nos-2,70,1238.333333,248.4325864,82.81086214,192.1111111,51.0402891,17.0134297,480.0313333,83.14551366,27.71517122,0.830951797,0.040290854,0.013430285,0.902765451,0.034654158,0.011551386,0.851117384,0.019029849,0.006343283
All,nos-2,71,1221,234.3426978,78.11423259,192.6666667,52.92683629,17.64227876,479.4324444,83.10489139,27.70163046,0.820630719,0.044161655,0.014720552,0.903500852,0.028018327,0.009339442,0.850036747,0.018973177,0.006324392
All,nos-2,72,1222.777778,250.2467671,83.41558903,192,52.60703375,17.53567792,478.8207778,82.95403839,27.65134613,0.820079689,0.038427275,0.012809092,0.900990294,0.035987713,0.011995904,0.848968057,0.019033429,0.006344476
All,nos-2,73,1221.444444,244.2340635,81.4113545,193.6666667,54.5802162,18.1934054,478.2414444,82.89331973,27.63110658,0.81953821,0.037676171,0.012558724,0.907713242,0.037698747,0.012566249,0.847931999,0.0190737,0.0063579
All,nos-2,74,1210.777778,234.0009497,78.00031656,191.5555556,51.69166062,17.23055354,477.5977778,82.78306891,27.5943563,0.813438201,0.042531315,0.014177105,0.899735781,0.037212361,0.01240412,0.846792508,0.019142044,0.006380681
All,nos-2,75,1223.555556,240.4943404,80.16478014,193.2222222,54.46048517,18.15349506,477.0434444,82.76055369,27.58685123,0.821437487,0.035726693,0.011908898,0.90531375,0.034013638,0.011337879,0.845788166,0.019093328,0.006364443
All,nos-2,76,1220.777778,249.1243554,83.04145179,193.8888889,54.64532104,18.21510701,476.4622222,82.62610442,27.54203481,0.819071349,0.042988894,0.014329631,0.907603092,0.031281911,0.010427304,0.844760874,0.019026795,0.006342265
All,nos-2,77,1209.555556,234.7041282,78.23470939,191.3333333,52.04084934,17.34694978,475.8947778,82.6672747,27.55575823,0.812690091,0.042888549,0.014296183,0.897650959,0.030929826,0.010309942,0.843717012,0.018784467,0.006261489
All,nos-2,78,1206.111111,238.8422306,79.61407686,191.3333333,50.80600358,16.93533453,475.3032222,82.51783683,27.50594561,0.809253785,0.03208058,0.010693527,0.899034773,0.033689708,0.011229903,0.84268318,0.018839951,0.006279984
All,nos-2,79,1198.333333,231.555069,77.18502301,189.6666667,52.45235934,17.48411978,474.7185556,82.42025353,27.47341784,0.805083157,0.041180235,0.013726745,0.888970692,0.025345892,0.008448631,0.841643741,0.018939916,0.006313305
All,nos-2,80,1193,226.7184377,75.57281257,190.2222222,51.8935877,17.29786257,474.2707778,82.44573606,27.48191202,0.801702257,0.037742967,0.012580989,0.892285284,0.029517802,0.009839267,0.840823396,0.01888583,0.006295277
All,nos-2,81,1195,220.1817431,73.39391437,190.4444444,51.32521581,17.10840527,473.7242222,82.32174205,27.44058068,0.804166128,0.04645809,0.01548603,0.894503758,0.033836608,0.011278869,0.83986508,0.018966233,0.006322078
All,nos-2,82,1197.333333,215.4924593,71.83081975,190,50.63348694,16.87782898,473.2022222,82.35644083,27.45214694,0.806068139,0.043775045,0.014591682,0.892936971,0.039894943,0.013298314,0.838907758,0.018907571,0.006302524
All,nos-2,83,1183.888889,212.7742022,70.92473406,191.2222222,51.41686926,17.13895642,472.6408889,82.25346942,27.41782314,0.797019119,0.043852788,0.014617596,0.897594108,0.030081915,0.010027305,0.837913179,0.018855836,0.006285279
All,nos-2,84,1202.444444,233.9012137,77.96707124,191.3333333,52.68775949,17.5625865,472.0568889,82.14923637,27.38307879,0.807982079,0.046969838,0.015656613,0.89715936,0.028914567,0.009638189,0.836883813,0.01900038,0.00633346
All,nos-2,85,1183.888889,201.3631325,67.12104415,191.7777778,52.27278876,17.42426292,471.5404444,82.08096997,27.36032332,0.798331337,0.047369018,0.015789673,0.899782348,0.028059244,0.009353081,0.835964543,0.019085768,0.006361923
All,nos-2,86,1190.444444,211.5798378,70.52661261,190.3333333,51.31763829,17.10587943,470.9676667,82.03399021,27.3446634,0.801454884,0.041872748,0.013957583,0.893694784,0.032115681,0.010705227,0.834937343,0.019202275,0.006400758
All,nos-2,87,1195.333333,221.0672974,73.68909915,191.1111111,52.58194663,17.52731554,470.3807778,81.98255214,27.32751738,0.803626019,0.037057987,0.012352662,0.895851634,0.025570465,0.008523488,0.833883849,0.01915041,0.00638347
All,nos-2,88,1191.888889,223.4454321,74.48181069,190.3333333,52.49523788,17.49841263,469.8195556,81.92024796,27.30674932,0.801216296,0.039368677,0.013122892,0.89308452,0.036394281,0.012131427,0.832880176,0.019028305,0.006342768
All,nos-2,89,1182.555556,202.8725654,67.62418846,190,51.35172831,17.11724277,469.326,81.84276377,27.28092126,0.797265971,0.049236656,0.016412219,0.891656315,0.03072464,0.010241547,0.83200074,0.01900942,0.006336473
All,nos-2,90,1186.666667,217.0535648,72.35118827,190.2222222,51.26348061,17.08782687,468.753,81.81440997,27.27146999,0.798508615,0.041637665,0.013879222,0.893281695,0.033327642,0.011109214,0.830967536,0.018991804,0.006330601
All,nos-2,91,1169.333333,224.5823902,74.86079674,191.7777778,52.65875468,17.55291823,468.3355556,81.85858354,27.28619451,0.785549119,0.036213517,0.012071172,0.899929234,0.032862663,0.010954221,0.830198203,0.019009082,0.006336361
All,nos-2,92,1174.666667,213.5503454,71.18344845,189.7777778,52.03791353,17.34597118,467.7774444,81.86442899,27.288143,0.790708662,0.044294292,0.014764764,0.890334625,0.029567006,0.009855669,0.829186798,0.019103966,0.006367989
All,nos-2,93,1189.222222,237.8921908,79.29739693,189.7777778,53.70702416,17.90234139,467.3343333,81.63112131,27.21037377,0.798096901,0.041273224,0.013757741,0.888857842,0.033963484,0.011321161,0.828444076,0.019178066,0.006392689
All,nos-2,94,1176.666667,216.1076121,72.03587069,189.8888889,50.81693725,16.93897908,466.7483333,81.64566295,27.21522098,0.79176219,0.042265764,0.014088588,0.892111642,0.036136138,0.012045379,0.827370816,0.018908822,0.006302941
All,nos-2,95,1183.888889,219.60615,73.20204999,190.3333333,50.13731146,16.71243715,466.2247778,81.51452431,27.1715081,0.796956554,0.048445398,0.016148466,0.894647725,0.034634054,0.011544685,0.826457883,0.019098125,0.006366042
All,nos-2,96,1177,225.4401251,75.14670836,190,49.63869458,16.54623153,465.6817778,81.39460808,27.13153603,0.790822339,0.036626732,0.012208911,0.893804399,0.038156205,0.012718735,0.825503022,0.019299393,0.006433131
All,nos-2,97,1168.555556,227.1283289,75.70944296,189.4444444,52.05072312,17.35024104,465.1493333,81.35892794,27.11964265,0.785107526,0.03868653,0.01289551,0.889088746,0.0366088,0.012202933,0.824543577,0.019205798,0.006401933
All,nos-2,98,1163.555556,228.7280651,76.24268838,188.1111111,52.94677621,17.6489254,464.6824444,81.33385942,27.11128647,0.780974085,0.031092389,0.01036413,0.881692352,0.037916221,0.01263874,0.823701019,0.01918677,0.00639559
All,nos-2,99,1166.333333,217.702779,72.56759301,189.8888889,50.83907071,16.9463569,464.2045556,81.24549394,27.08183131,0.784387575,0.036366377,0.012122126,0.892237218,0.03525283,0.011750943,0.822854801,0.019250452,0.006416817
All,nos-2,100,1163,204.5745585,68.19151951,190.8888889,52.04431872,17.34810624,463.618,81.11737877,27.03912626,0.783515025,0.043308912,0.014436304,0.896107902,0.036857906,0.012285969,0.821823619,0.019220242,0.006406747
Diamond_only,nos-2,1,2000,589.6944972,240.7417704,241.3333333,49.18807444,20.0809473,634.4278333,118.855806,48.52267962,1,0,0,1,0,0,1,0,0
Diamond_only,nos-2,2,1933.166667,601.8496213,245.704079,237.1666667,44.31440699,18.0912809,620.8048333,124.6633496,50.89359936,0.961532262,0.022100479,0.009022483,0.985517075,0.0244155,0.009967586,0.976035528,0.019453031,0.007941667
Diamond_only,nos-2,3,1883.5,577.0486115,235.5791091,230.8333333,43.41159599,17.72270985,608.8775,120.7315574,49.28845191,0.937738558,0.021396205,0.008734964,0.958927848,0.033063662,0.013498183,0.957752936,0.016420168,0.006703506
Diamond_only,nos-2,4,1848,563.0676691,229.8714133,232.3333333,42.47195153,17.3391016,599.2918333,117.6301575,48.02231072,0.92043567,0.019434187,0.007933973,0.965956778,0.032242896,0.013163107,0.943023148,0.01393953,0.005690789
Diamond_only,nos-2,5,1819.166667,546.5489609,223.1276789,228.8333333,44.51254505,18.17217042,591.6941667,115.1335868,47.00308999,0.906673513,0.024846366,0.010143486,0.94967206,0.03163445,0.01291471,0.931359979,0.012209073,0.004984333
Diamond_only,nos-2,6,1797.666667,545.7452397,222.7995611,227.6666667,41.99365031,17.14383595,585.3025,113.1969245,46.2124509,0.895381187,0.023232186,0.0094845,0.946388182,0.034069214,0.013908698,0.921505552,0.011203918,0.00457398
Diamond_only,nos-2,7,1781.833333,533.7622754,217.9075365,224.3333333,39.80787192,16.25149566,579.9195,111.6266932,45.57140668,0.889122152,0.018995117,0.007754724,0.934003235,0.03146585,0.01284588,0.91319205,0.010483062,0.004279692
Diamond_only,nos-2,8,1774.833333,525.0247296,214.3404483,224.3333333,40.19286836,16.4086698,575.3693333,110.3168959,45.03668415,0.887485267,0.024039992,0.009814286,0.933656526,0.033893574,0.013836994,0.906163705,0.01031173,0.004209746
Diamond_only,nos-2,9,1743.833333,518.9005364,211.8402569,221.3333333,39.80787192,16.25149566,571.419,109.1669276,44.56721157,0.871217479,0.01573022,0.006421835,0.921087272,0.029298878,0.011961217,0.900065389,0.010009359,0.004086304
Diamond_only,nos-2,10,1752.166667,509.8169933,208.131916,222.3333333,39.56597865,16.15274315,567.8373333,108.1615514,44.15676847,0.877091371,0.015015839,0.00613019,0.925340608,0.030570208,0.012480235,0.894529228,0.010019622,0.004090493
Diamond_only,nos-2,11,1740.166667,517.6390312,211.3252496,218.5,42.55702057,17.3738309,564.3898333,107.1795284,43.75585926,0.86850416,0.021116641,0.008620833,0.906448567,0.030105065,0.012290341,0.88920598,0.010109529,0.004127198
Diamond_only,nos-2,12,1720.333333,509.7190076,208.0919135,220.5,40.23307097,16.42508245,561.4418333,106.2939123,43.39430797,0.860007348,0.018380747,0.007503908,0.917041891,0.02884971,0.011777845,0.884663694,0.010261177,0.004189108
Diamond_only,nos-2,13,1709.666667,508.0053805,207.3923282,217.3333333,41.41336338,16.9069348,558.6248333,105.6717448,43.14030915,0.85356891,0.016717865,0.00682504,0.902505155,0.022240551,0.009079667,0.880266202,0.010521922,0.004295557
Diamond_only,nos-2,14,1701.166667,502.2714074,205.0514434,218.1666667,35.67305239,14.56346265,555.9613333,104.9367871,42.84026393,0.850325026,0.020175883,0.00823677,0.910624326,0.043944322,0.017940194,0.876143862,0.010691993,0.004364988
Diamond_only,nos-2,15,1697.166667,505.577063,206.4009717,216.5,37.01216016,15.11015111,553.3745,104.2230796,42.54889407,0.847355816,0.015747305,0.00642881,0.902340646,0.040329101,0.016464286,0.872143353,0.010792442,0.004405996
Diamond_only,nos-2,16,1679.666667,507.7242033,207.277538,217,40.9633983,16.72323733,551.1385,103.6720133,42.32392221,0.837380238,0.016428521,0.006706916,0.901612022,0.029873891,0.012195965,0.868673688,0.011220033,0.004580559
Diamond_only,nos-2,17,1669.666667,501.179276,204.6055826,214.1666667,35.87989223,14.64790467,548.8516667,103.0131459,42.0549407,0.83287588,0.023858589,0.009740228,0.893271101,0.045899827,0.018738526,0.865142842,0.011483213,0.004688002
Diamond_only,nos-2,18,1660.166667,510.0127123,208.2118179,214.6666667,36.07584603,14.72790247,546.7163333,102.4480444,41.82423897,0.826269497,0.024326201,0.00993113,0.895168043,0.040472048,0.016522644,0.861831802,0.011578086,0.004726734
Diamond_only,nos-2,19,1658.333333,498.6323963,203.5658234,211,36.68787266,14.97776129,544.6673333,101.981583,41.6338069,0.826653878,0.02333946,0.009528295,0.879086019,0.034985132,0.01428262,0.858640039,0.011902625,0.004859226
